datetime,skin_temp,air_temp,heartrate,steps,gsr,calories,act_type,sleep_type,toss_turn
2016-03-23 16:30:00,85.1,79.7,78.0,0.0,8.03e-05,1.6,,,
2016-03-23 16:31:00,85.1,80.6,78.0,0.0,7.73e-05,1.5,,,
2016-03-23 16:32:00,84.2,80.6,72.0,0.0,7.35e-05,1.5,,,
2016-03-23 16:33:00,85.1,81.5,83.0,0.0,7.94e-05,1.9,,,
2016-03-23 16:34:00,86.0,81.5,88.0,0.0,8.12e-05,2.4,,,
2016-03-23 16:35:00,86.0,81.5,88.0,30.0,8.35e-05,2.4,,,
2016-03-23 16:36:00,86.0,82.4,91.0,9.0,7.99e-05,3.2,,,
2016-03-23 16:37:00,86.0,82.4,67.0,0.0,8.63e-05,1.4,,,
2016-03-23 16:38:00,86.9,83.3,66.0,13.0,8.82e-05,1.4,,,
2016-03-23 16:39:00,86.9,83.3,75.0,22.0,8.3e-05,1.9,,,
2016-03-23 16:40:00,86.9,82.4,111.0,0.0,8.53e-05,5.6,,,
2016-03-23 16:41:00,86.0,77.0,135.0,0.0,7.64e-05,8.7,,,
2016-03-23 16:42:00,84.2,72.5,120.0,106.0,7.31e-05,7.7,,,
2016-03-23 16:43:00,82.4,72.5,108.0,1.0,6.99e-05,5.8,,,
2016-03-23 16:44:00,82.4,75.2,105.0,0.0,7.27e-05,5.1,,,
2016-03-23 16:45:00,82.4,76.1,98.0,0.0,7.43e-05,4.0,,,
2016-03-23 16:46:00,82.4,77.9,88.0,0.0,7.43e-05,2.1,,,
2016-03-23 16:47:00,82.4,78.8,87.0,0.0,7.39e-05,2.1,,,
2016-03-23 16:48:00,83.3,79.7,86.0,0.0,7.85e-05,2.0,,,
2016-03-23 16:49:00,83.3,80.6,104.0,40.0,7.9e-05,5.3,,,
2016-03-23 16:50:00,83.3,80.6,107.0,0.0,7.68e-05,5.4,,,
2016-03-23 16:51:00,83.3,78.8,111.0,0.0,7.85e-05,6.3,,,
2016-03-23 16:52:00,82.4,74.3,125.0,37.0,7.56e-05,8.3,,,
2016-03-23 16:53:00,80.6,71.6,113.0,15.0,7.07e-05,6.7,,,
2016-03-23 16:54:00,79.7,71.6,99.0,0.0,7.03e-05,3.2,,,
2016-03-23 16:55:00,79.7,73.4,94.0,0.0,7.19e-05,2.8,,,
2016-03-23 16:56:00,79.7,75.2,85.0,0.0,7.15e-05,1.9,,,
2016-03-23 16:57:00,79.7,76.1,73.0,0.0,7.23e-05,1.3,,,
2016-03-23 16:58:00,80.6,77.0,70.0,0.0,7.51e-05,1.4,,,
2016-03-23 16:59:00,81.5,78.8,70.0,0.0,7.43e-05,1.2,,,
2016-03-23 17:00:00,81.5,78.8,70.0,0.0,7.31e-05,1.3,,,
2016-03-23 17:01:00,82.4,79.7,70.0,0.0,7.43e-05,1.3,,,
2016-03-23 17:02:00,83.3,80.6,70.0,0.0,7.56e-05,1.3,,,
2016-03-23 17:03:00,83.3,80.6,71.0,0.0,7.31e-05,1.3,,,
2016-03-23 17:04:00,84.2,81.5,72.0,0.0,7.39e-05,1.4,,,
2016-03-23 17:05:00,84.2,81.5,68.0,0.0,7.6e-05,1.3,,,
2016-03-23 17:06:00,84.2,81.5,71.0,10.0,7.64e-05,1.7,,,
2016-03-23 17:07:00,85.1,81.5,89.0,32.0,7.15e-05,2.9,,,
2016-03-23 17:08:00,85.1,81.5,96.0,77.0,7.39e-05,5.0,,,
2016-03-23 17:09:00,85.1,80.6,106.0,27.0,7.19e-05,5.5,,,
2016-03-23 17:10:00,85.1,80.6,100.0,0.0,7.23e-05,2.2,,,
2016-03-23 17:11:00,,,,0.0,,1.3,,,
2016-03-23 17:12:00,,,,0.0,,1.3,,,
2016-03-23 17:13:00,,,,0.0,,1.3,,,
2016-03-23 17:14:00,,,,0.0,,1.3,,,
2016-03-23 17:15:00,,,,0.0,,1.4,,,
2016-03-23 17:16:00,,,,0.0,,1.1,,,
2016-03-23 17:17:00,,,,0.0,,1.3,,,
2016-03-23 17:18:00,,,,0.0,,1.3,,,
2016-03-23 17:19:00,,,,0.0,,1.3,,,
2016-03-23 17:20:00,,,,0.0,,1.3,,,
2016-03-23 17:21:00,,,,0.0,,1.3,,,
2016-03-23 17:22:00,,,,0.0,,1.4,,,
2016-03-23 17:23:00,,,,0.0,,1.3,,,
2016-03-23 17:24:00,,,,0.0,,1.3,,,
2016-03-23 17:25:00,,,,0.0,,1.3,,,
2016-03-23 17:26:00,,,,0.0,,1.3,,,
2016-03-23 17:27:00,,,,0.0,,1.4,,,
2016-03-23 17:28:00,,,,0.0,,1.3,,,
2016-03-23 17:29:00,,,,0.0,,1.3,,,
2016-03-23 17:30:00,,,,0.0,,1.3,,,
2016-03-23 17:31:00,,,,0.0,,1.3,,,
2016-03-23 17:32:00,,,,0.0,,1.3,,,
2016-03-23 17:33:00,,,,0.0,,1.4,,,
2016-03-23 17:34:00,,,,0.0,,1.3,,,
2016-03-23 17:35:00,,,,0.0,,1.3,,,
2016-03-23 17:36:00,,,,0.0,,1.3,,,
2016-03-23 17:37:00,,,,0.0,,1.3,,,
2016-03-23 17:38:00,,,,0.0,,1.4,,,
2016-03-23 17:39:00,,,,0.0,,1.3,,,
2016-03-23 17:40:00,,,,0.0,,1.3,,,
2016-03-23 17:41:00,,,,0.0,,1.3,,,
2016-03-23 17:42:00,,,,0.0,,1.3,,,
2016-03-23 17:43:00,,,,0.0,,1.3,,,
2016-03-23 17:44:00,,,,0.0,,1.4,,,
2016-03-23 17:45:00,,,,0.0,,1.3,,,
2016-03-23 17:46:00,,,,0.0,,1.3,,,
2016-03-23 17:47:00,,,,0.0,,1.3,,,
2016-03-23 17:48:00,,,,0.0,,1.3,,,
2016-03-23 17:49:00,,,,0.0,,1.4,,,
2016-03-23 17:50:00,,,,0.0,,1.3,,,
2016-03-23 17:51:00,,,,0.0,,1.3,,,
2016-03-23 17:52:00,,,,0.0,,1.3,,,
2016-03-23 17:53:00,,,,0.0,,1.3,,,
2016-03-23 17:54:00,,,,0.0,,1.4,,,
2016-03-23 17:55:00,,,,0.0,,1.3,,,
2016-03-23 17:56:00,,,,0.0,,1.3,,,
2016-03-23 17:57:00,,,,0.0,,1.3,,,
2016-03-23 17:58:00,,,,0.0,,1.3,,,
2016-03-23 17:59:00,,,,0.0,,1.3,,,
2016-03-23 18:00:00,,,,0.0,,1.4,,,
2016-03-23 18:01:00,,,,0.0,,1.3,,,
2016-03-23 18:02:00,,,,0.0,,1.3,,,
2016-03-23 18:03:00,,,,0.0,,1.3,,,
2016-03-23 18:04:00,,,,0.0,,1.3,,,
2016-03-23 18:05:00,,,,0.0,,1.4,,,
2016-03-23 18:06:00,,,,0.0,,1.3,,,
2016-03-23 18:07:00,,,,0.0,,1.3,,,
2016-03-23 18:08:00,,,,0.0,,1.3,,,
2016-03-23 18:09:00,,,,0.0,,1.3,,,
2016-03-23 18:10:00,,,,0.0,,1.3,,,
2016-03-23 18:11:00,,,,0.0,,1.4,,,
2016-03-23 18:12:00,,,,0.0,,1.3,,,
2016-03-23 18:13:00,,,,0.0,,1.3,,,
2016-03-23 18:14:00,,,,0.0,,1.3,,,
2016-03-23 18:15:00,,,,0.0,,1.3,,,
2016-03-23 18:16:00,,,,0.0,,1.6,,,
2016-03-23 18:17:00,,,,0.0,,1.1,,,
2016-03-23 18:18:00,,,,0.0,,1.5,,,
2016-03-23 18:19:00,,,,0.0,,1.3,,,
2016-03-23 18:20:00,,,,0.0,,1.4,,,
2016-03-23 18:21:00,,,,0.0,,1.3,,,
2016-03-23 18:22:00,,,,0.0,,1.3,,,
2016-03-23 18:23:00,,,,0.0,,1.1,,,
2016-03-23 18:24:00,,,,0.0,,1.5,,,
2016-03-23 18:25:00,,,,0.0,,1.1,,,
2016-03-23 18:26:00,,,,0.0,,1.3,,,
2016-03-23 18:27:00,,,,0.0,,1.4,,,
2016-03-23 18:28:00,,,,0.0,,1.3,,,
2016-03-23 18:29:00,,,,0.0,,1.3,,,
2016-03-23 18:30:00,,,,0.0,,1.3,,,
2016-03-23 18:31:00,,,,0.0,,1.3,,,
2016-03-23 18:32:00,,,,0.0,,1.4,,,
2016-03-23 18:33:00,,,,0.0,,1.3,,,
2016-03-23 18:34:00,,,,0.0,,1.3,,,
2016-03-23 18:35:00,,,,0.0,,1.3,,,
2016-03-23 18:36:00,,,,0.0,,1.3,,,
2016-03-23 18:37:00,,,,0.0,,1.3,,,
2016-03-23 18:38:00,,,,0.0,,1.4,,,
2016-03-23 18:39:00,,,,0.0,,1.3,,,
2016-03-23 18:40:00,,,,0.0,,1.3,,,
2016-03-23 18:41:00,,,,0.0,,1.3,,,
2016-03-23 18:42:00,,,,0.0,,1.3,,,
2016-03-23 18:43:00,,,,0.0,,1.4,,,
2016-03-23 18:44:00,,,,0.0,,1.3,,,
2016-03-23 18:45:00,,,,0.0,,1.3,,,
2016-03-23 18:46:00,,,,0.0,,1.3,,,
2016-03-23 18:47:00,,,,0.0,,1.3,,,
2016-03-23 18:48:00,,,,0.0,,1.3,,,
2016-03-23 18:49:00,,,,0.0,,1.4,,,
2016-03-23 18:50:00,,,,0.0,,1.3,,,
2016-03-23 18:51:00,,,,0.0,,1.3,,,
2016-03-23 18:52:00,,,,0.0,,1.3,,,
2016-03-23 18:53:00,,,,0.0,,1.3,,,
2016-03-23 18:54:00,,,,0.0,,1.4,,,
2016-03-23 18:55:00,,,,0.0,,1.3,,,
2016-03-23 18:56:00,,,,0.0,,1.3,,,
2016-03-23 18:57:00,,,,0.0,,1.3,,,
2016-03-23 18:58:00,,,,0.0,,1.3,,,
2016-03-23 18:59:00,,,,0.0,,1.3,,,
2016-03-23 19:00:00,,,,0.0,,1.4,,,
2016-03-23 19:01:00,,,,0.0,,1.3,,,
2016-03-23 19:02:00,,,,0.0,,1.3,,,
2016-03-23 19:03:00,,,,0.0,,1.3,,,
2016-03-23 19:04:00,,,,0.0,,1.3,,,
2016-03-23 19:05:00,,,,0.0,,1.4,,,
2016-03-23 19:06:00,,,,0.0,,1.3,,,
2016-03-23 19:07:00,,,,0.0,,1.3,,,
2016-03-23 19:08:00,,,,0.0,,1.3,,,
2016-03-23 19:09:00,,,,0.0,,1.3,,,
2016-03-23 19:10:00,,,,0.0,,1.4,,,
2016-03-23 19:11:00,,,,0.0,,1.3,,,
2016-03-23 19:12:00,,,,0.0,,1.3,,,
2016-03-23 19:13:00,,,,0.0,,1.3,,,
2016-03-23 19:14:00,,,,0.0,,1.3,,,
2016-03-23 19:15:00,,,,0.0,,1.3,,,
2016-03-23 19:16:00,,,,0.0,,1.4,,,
2016-03-23 19:17:00,,,,0.0,,1.3,,,
2016-03-23 19:18:00,,,,0.0,,1.3,,,
2016-03-23 19:19:00,,,,0.0,,1.3,,,
2016-03-23 19:20:00,,,,0.0,,1.3,,,
2016-03-23 19:21:00,,,,0.0,,1.4,,,
2016-03-23 19:22:00,,,,0.0,,1.3,,,
2016-03-23 19:23:00,,,,0.0,,1.3,,,
2016-03-23 19:24:00,,,,0.0,,1.3,,,
2016-03-23 19:25:00,,,,0.0,,1.3,,,
2016-03-23 19:26:00,,,,0.0,,1.3,,,
2016-03-23 19:27:00,,,,0.0,,1.4,,,
2016-03-23 19:28:00,,,,0.0,,1.3,,,
2016-03-23 19:29:00,,,,0.0,,1.3,,,
2016-03-23 19:30:00,,,,0.0,,1.3,,,
2016-03-23 19:31:00,,,,0.0,,1.3,,,
2016-03-23 19:32:00,,,,0.0,,1.4,,,
2016-03-23 19:33:00,,,,0.0,,1.3,,,
2016-03-23 19:34:00,,,,0.0,,1.3,,,
2016-03-23 19:35:00,,,,0.0,,1.3,,,
2016-03-23 19:36:00,,,,0.0,,1.3,,,
2016-03-23 19:37:00,,,,0.0,,1.4,,,
2016-03-23 19:38:00,,,,0.0,,1.3,,,
2016-03-23 19:39:00,,,,0.0,,1.3,,,
2016-03-23 19:40:00,,,,0.0,,1.3,,,
2016-03-23 19:41:00,,,,0.0,,1.3,,,
2016-03-23 19:42:00,,,,0.0,,1.3,,,
2016-03-23 19:43:00,,,,0.0,,1.4,,,
2016-03-23 19:44:00,,,,0.0,,1.3,,,
2016-03-23 19:45:00,,,,0.0,,1.3,,,
2016-03-23 19:46:00,,,,0.0,,1.3,,,
2016-03-23 19:47:00,,,,0.0,,1.3,,,
2016-03-23 19:48:00,,,,0.0,,1.4,,,
2016-03-23 19:49:00,,,,0.0,,1.3,,,
2016-03-23 19:50:00,,,,0.0,,1.3,,,
2016-03-23 19:51:00,,,,0.0,,1.3,,,
2016-03-23 19:52:00,,,,0.0,,1.3,,,
2016-03-23 19:53:00,,,,0.0,,1.3,,,
2016-03-23 19:54:00,,,,0.0,,1.4,,,
2016-03-23 19:55:00,,,,0.0,,1.3,,,
2016-03-23 19:56:00,,,,0.0,,1.3,,,
2016-03-23 19:57:00,,,,0.0,,1.3,,,
2016-03-23 19:58:00,,,,0.0,,1.3,,,
2016-03-23 19:59:00,,,,0.0,,1.4,,,
2016-03-23 20:00:00,,,,0.0,,1.3,,,
2016-03-23 20:01:00,,,,0.0,,1.3,,,
2016-03-23 20:02:00,,,,0.0,,1.3,,,
2016-03-23 20:03:00,,,,0.0,,1.3,,,
2016-03-23 20:04:00,,,,0.0,,1.3,,,
2016-03-23 20:05:00,,,,0.0,,1.4,,,
2016-03-23 20:06:00,,,,0.0,,1.3,,,
2016-03-23 20:07:00,,,,0.0,,1.3,,,
2016-03-23 20:08:00,,,,0.0,,1.3,,,
2016-03-23 20:09:00,,,,0.0,,1.3,,,
2016-03-23 20:10:00,,,,0.0,,1.4,,,
2016-03-23 20:11:00,,,,0.0,,1.3,,,
2016-03-23 20:12:00,,,,0.0,,1.3,,,
2016-03-23 20:13:00,,,,0.0,,1.3,,,
2016-03-23 20:14:00,,,,0.0,,1.3,,,
2016-03-23 20:15:00,,,,0.0,,1.4,,,
2016-03-23 20:16:00,,,,0.0,,1.3,,,
2016-03-23 20:17:00,,,,0.0,,1.3,,,
2016-03-23 20:18:00,,,,0.0,,1.3,,,
2016-03-23 20:19:00,,,,0.0,,1.3,,,
2016-03-23 20:20:00,,,,0.0,,1.3,,,
2016-03-23 20:21:00,,,,0.0,,1.4,,,
2016-03-23 20:22:00,,,,0.0,,1.3,,,
2016-03-23 20:23:00,,,,0.0,,1.3,,,
2016-03-23 20:24:00,,,,0.0,,1.3,,,
2016-03-23 20:25:00,,,,0.0,,1.3,,,
2016-03-23 20:26:00,,,,0.0,,1.4,,,
2016-03-23 20:27:00,,,,0.0,,1.3,,,
2016-03-23 20:28:00,,,,0.0,,1.3,,,
2016-03-23 20:29:00,,,,0.0,,1.3,,,
2016-03-23 20:30:00,,,,0.0,,1.3,,,
2016-03-23 20:31:00,,,,0.0,,1.3,,,
2016-03-23 20:32:00,,,,0.0,,1.4,,,
2016-03-23 20:33:00,,,,0.0,,1.3,,,
2016-03-23 20:34:00,,,,0.0,,1.3,,,
2016-03-23 20:35:00,,,,0.0,,1.3,,,
2016-03-23 20:36:00,,,,0.0,,1.3,,,
2016-03-23 20:37:00,,,,0.0,,1.4,,,
2016-03-23 20:38:00,,,,0.0,,1.3,,,
2016-03-23 20:39:00,,,,0.0,,1.3,,,
2016-03-23 20:40:00,,,,0.0,,1.3,,,
2016-03-23 20:41:00,,,,0.0,,1.3,,,
2016-03-23 20:42:00,,,,0.0,,1.3,,,
2016-03-23 20:43:00,,,,0.0,,1.4,,,
2016-03-23 20:44:00,,,,0.0,,1.3,,,
2016-03-23 20:45:00,,,,0.0,,1.3,,,
2016-03-23 20:46:00,,,,0.0,,1.3,,,
2016-03-23 20:47:00,,,,0.0,,1.3,,,
2016-03-23 20:48:00,,,,0.0,,1.4,,,
2016-03-23 20:49:00,,,,0.0,,1.3,,,
2016-03-23 20:50:00,,,,0.0,,1.3,,,
2016-03-23 20:51:00,,,,0.0,,1.3,,,
2016-03-23 20:52:00,,,,0.0,,1.3,,,
2016-03-23 20:53:00,,,,0.0,,1.4,,,
2016-03-23 20:54:00,,,,0.0,,1.3,,,
2016-03-23 20:55:00,,,,0.0,,1.3,,,
2016-03-23 20:56:00,,,,0.0,,1.3,,,
2016-03-23 20:57:00,,,,0.0,,1.3,,,
2016-03-23 20:58:00,,,,0.0,,1.3,,,
2016-03-23 20:59:00,,,,0.0,,1.4,,,
2016-03-23 21:00:00,,,,0.0,,1.3,,,
2016-03-23 21:01:00,,,,0.0,,1.3,,,
2016-03-23 21:02:00,,,,0.0,,1.3,,,
2016-03-23 21:03:00,,,,0.0,,1.3,,,
2016-03-23 21:04:00,,,,0.0,,1.4,,,
2016-03-23 21:05:00,,,,0.0,,1.3,,,
2016-03-23 21:06:00,,,,0.0,,1.3,,,
2016-03-23 21:07:00,,,,0.0,,1.3,,,
2016-03-23 21:08:00,,,,0.0,,1.3,,,
2016-03-23 21:09:00,,,,0.0,,1.3,,,
2016-03-23 21:10:00,,,,0.0,,1.4,,,
2016-03-23 21:11:00,,,,0.0,,1.3,,,
2016-03-23 21:12:00,,,,0.0,,1.3,,,
2016-03-23 21:13:00,,,,0.0,,1.3,,,
2016-03-23 21:14:00,,,,0.0,,1.3,,,
2016-03-23 21:15:00,,,,0.0,,1.4,,,
2016-03-23 21:16:00,,,,0.0,,1.3,,,
2016-03-23 21:17:00,,,,0.0,,1.3,,,
2016-03-23 21:18:00,,,,0.0,,1.3,,,
2016-03-23 21:19:00,,,,0.0,,1.3,,,
2016-03-23 21:20:00,,,,0.0,,1.3,,,
2016-03-23 21:21:00,,,,0.0,,1.4,,,
2016-03-23 21:22:00,,,,0.0,,1.3,,,
2016-03-23 21:23:00,,,,0.0,,1.3,,,
2016-03-23 21:24:00,,,,0.0,,1.3,,,
2016-03-23 21:25:00,,,,0.0,,1.3,,,
2016-03-23 21:26:00,,,,0.0,,1.4,,,
2016-03-23 21:27:00,,,,0.0,,1.3,,,
2016-03-23 21:28:00,,,,0.0,,1.3,,,
2016-03-23 21:29:00,,,,0.0,,1.3,,,
2016-03-23 21:30:00,,,,0.0,,1.3,,,
2016-03-23 21:31:00,,,,0.0,,1.4,,,
2016-03-23 21:32:00,,,,0.0,,1.3,,,
2016-03-23 21:33:00,,,,0.0,,1.3,,,
2016-03-23 21:34:00,,,,0.0,,1.3,,,
2016-03-23 21:35:00,,,,0.0,,1.3,,,
2016-03-23 21:36:00,,,,0.0,,1.3,,,
2016-03-23 21:37:00,,,,0.0,,1.4,,,
2016-03-23 21:38:00,,,,0.0,,1.3,,,
2016-03-23 21:39:00,,,,0.0,,1.3,,,
2016-03-23 21:40:00,,,,0.0,,1.3,,,
2016-03-23 21:41:00,,,,0.0,,1.3,,,
2016-03-23 21:42:00,,,,0.0,,1.4,,,
2016-03-23 21:43:00,,,,0.0,,1.3,,,
2016-03-23 21:44:00,,,,0.0,,1.3,,,
2016-03-23 21:45:00,,,,0.0,,1.3,,,
2016-03-23 21:46:00,,,,0.0,,1.3,,,
2016-03-23 21:47:00,,,,0.0,,1.3,,,
2016-03-23 21:48:00,,,,0.0,,1.4,,,
2016-03-23 21:49:00,,,,0.0,,1.3,,,
2016-03-23 21:50:00,,,,0.0,,1.3,,,
2016-03-23 21:51:00,,,,0.0,,1.3,,,
2016-03-23 21:52:00,,,,0.0,,1.3,,,
2016-03-23 21:53:00,,,,0.0,,1.4,,,
2016-03-23 21:54:00,,,,0.0,,1.3,,,
2016-03-23 21:55:00,,,,0.0,,1.3,,,
2016-03-23 21:56:00,,,,0.0,,1.3,,,
2016-03-23 21:57:00,,,,0.0,,1.3,,,
2016-03-23 21:58:00,,,,0.0,,1.4,,,
2016-03-23 21:59:00,,,,0.0,,1.3,,,
2016-03-23 22:00:00,,,,0.0,,1.3,,,
2016-03-23 22:01:00,,,,0.0,,1.3,,,
2016-03-23 22:02:00,,,,0.0,,1.3,,,
2016-03-23 22:03:00,,,,0.0,,1.3,,,
2016-03-23 22:04:00,,,,0.0,,1.4,,,
2016-03-23 22:05:00,,,,0.0,,1.3,,,
2016-03-23 22:06:00,,,,0.0,,1.3,,,
2016-03-23 22:07:00,,,,0.0,,1.3,,,
2016-03-23 22:08:00,,,,0.0,,1.3,,,
2016-03-23 22:09:00,,,,0.0,,1.4,,,
2016-03-23 22:10:00,,,,0.0,,1.3,,,
2016-03-23 22:11:00,,,,0.0,,1.3,,,
2016-03-23 22:12:00,,,,0.0,,1.3,,,
2016-03-23 22:13:00,,,,0.0,,1.3,,,
2016-03-23 22:14:00,,,,0.0,,1.3,,,
2016-03-23 22:15:00,,,,0.0,,1.4,,,
2016-03-23 22:16:00,,,,0.0,,1.3,,,
2016-03-23 22:17:00,,,,0.0,,1.3,,,
2016-03-23 22:18:00,,,,0.0,,1.3,,,
2016-03-23 22:19:00,,,,0.0,,1.3,,,
2016-03-23 22:20:00,,,,0.0,,1.4,,,
2016-03-23 22:21:00,,,,0.0,,1.3,,,
2016-03-23 22:22:00,,,,0.0,,1.3,,,
2016-03-23 22:23:00,,,,0.0,,1.3,,,
2016-03-23 22:24:00,,,,0.0,,1.3,,,
2016-03-23 22:25:00,,,,0.0,,1.3,,,
2016-03-23 22:26:00,,,,0.0,,1.4,,,
2016-03-23 22:27:00,,,,0.0,,1.3,,,
2016-03-23 22:28:00,,,,0.0,,1.3,,,
2016-03-23 22:29:00,,,,0.0,,1.3,,,
2016-03-23 22:30:00,,,,0.0,,1.3,,,
2016-03-23 22:31:00,,,,0.0,,1.4,,,
2016-03-23 22:32:00,,,,0.0,,1.3,,,
2016-03-23 22:33:00,,,,0.0,,1.3,,,
2016-03-23 22:34:00,,,,0.0,,1.3,,,
2016-03-23 22:35:00,,,,0.0,,1.3,,,
2016-03-23 22:36:00,,,,0.0,,1.4,,,
2016-03-23 22:37:00,,,,0.0,,1.3,,,
2016-03-23 22:38:00,,,,0.0,,1.3,,,
2016-03-23 22:39:00,,,,0.0,,1.3,,,
2016-03-23 22:40:00,,,,0.0,,1.3,,,
2016-03-23 22:41:00,,,,0.0,,1.3,,,
2016-03-23 22:42:00,,,,0.0,,1.4,,,
2016-03-23 22:43:00,,,,0.0,,1.3,,,
2016-03-23 22:44:00,,,,0.0,,1.3,,,
2016-03-23 22:45:00,,,,0.0,,1.3,,,
2016-03-23 22:46:00,,,,0.0,,1.3,,,
2016-03-23 22:47:00,,,,0.0,,1.4,,,
2016-03-23 22:48:00,,,,0.0,,1.3,,,
2016-03-23 22:49:00,,,,0.0,,1.3,,,
2016-03-23 22:50:00,,,,0.0,,1.3,,,
2016-03-23 22:51:00,,,,0.0,,1.3,,,
2016-03-23 22:52:00,,,,0.0,,1.3,,,
2016-03-23 22:53:00,,,,0.0,,1.4,,,
2016-03-23 22:54:00,,,,0.0,,1.3,,,
2016-03-23 22:55:00,,,,0.0,,1.3,,,
2016-03-23 22:56:00,,,,0.0,,1.3,,,
2016-03-23 22:57:00,,,,0.0,,1.3,,,
2016-03-23 22:58:00,,,,0.0,,1.4,,,
2016-03-23 22:59:00,,,,0.0,,1.3,,,
2016-03-23 23:00:00,,,,0.0,,1.3,,,
2016-03-23 23:01:00,,,,0.0,,1.3,,,
2016-03-23 23:02:00,,,,0.0,,1.3,,,
2016-03-23 23:03:00,,,,0.0,,1.3,,,
2016-03-23 23:04:00,,,,0.0,,1.4,,,
2016-03-23 23:05:00,,,,0.0,,1.3,,,
2016-03-23 23:06:00,,,,0.0,,1.3,,,
2016-03-23 23:07:00,,,,0.0,,1.3,,,
2016-03-23 23:08:00,,,,0.0,,1.3,,,
2016-03-23 23:09:00,,,,0.0,,1.4,,,
2016-03-23 23:10:00,,,,0.0,,1.3,,,
2016-03-23 23:11:00,,,,0.0,,1.3,,,
2016-03-23 23:12:00,,,,0.0,,1.3,,,
2016-03-23 23:13:00,,,,0.0,,1.3,,,
2016-03-23 23:14:00,,,,0.0,,1.4,,,
2016-03-23 23:15:00,,,,0.0,,1.3,,,
2016-03-23 23:16:00,,,,0.0,,1.3,,,
2016-03-23 23:17:00,,,,0.0,,1.3,,,
2016-03-23 23:18:00,,,,0.0,,1.3,,,
2016-03-23 23:19:00,,,,0.0,,1.3,,,
2016-03-23 23:20:00,,,,0.0,,1.4,,,
2016-03-23 23:21:00,,,,0.0,,1.3,,,
2016-03-23 23:22:00,,,,0.0,,1.3,,,
2016-03-23 23:23:00,,,,0.0,,1.3,,,
2016-03-23 23:24:00,,,,0.0,,1.3,,,
2016-03-23 23:25:00,,,,0.0,,1.4,,,
2016-03-23 23:26:00,,,,0.0,,1.3,,,
2016-03-23 23:27:00,,,,0.0,,1.3,,,
2016-03-23 23:28:00,,,,0.0,,1.3,,,
2016-03-23 23:29:00,,,,0.0,,1.3,,,
2016-03-23 23:30:00,,,,0.0,,1.3,,,
2016-03-23 23:31:00,,,,0.0,,1.4,,,
2016-03-23 23:32:00,,,,0.0,,1.3,,,
2016-03-23 23:33:00,,,,0.0,,1.3,,,
2016-03-23 23:34:00,,,,0.0,,1.3,,,
2016-03-23 23:35:00,,,,0.0,,1.3,,,
2016-03-23 23:36:00,,,,0.0,,1.4,,,
2016-03-23 23:37:00,,,,0.0,,1.3,,,
2016-03-23 23:38:00,,,,0.0,,1.3,,,
2016-03-23 23:39:00,,,,0.0,,1.3,,,
2016-03-23 23:40:00,,,,0.0,,1.3,,,
2016-03-23 23:41:00,,,,0.0,,1.3,,,
2016-03-23 23:42:00,,,,0.0,,1.4,,,
2016-03-23 23:43:00,,,,0.0,,1.3,,,
2016-03-23 23:44:00,,,,0.0,,1.3,,,
2016-03-23 23:45:00,,,,0.0,,1.3,,,
2016-03-23 23:46:00,,,,0.0,,1.3,,,
2016-03-23 23:47:00,,,,0.0,,1.4,,,
2016-03-23 23:48:00,,,,0.0,,1.3,,,
2016-03-23 23:49:00,,,,0.0,,1.3,,,
2016-03-23 23:50:00,,,,0.0,,1.3,,,
2016-03-23 23:51:00,,,,0.0,,1.3,,,
2016-03-23 23:52:00,,,,0.0,,1.4,,,
2016-03-23 23:53:00,,,,0.0,,1.3,,,
2016-03-23 23:54:00,,,,0.0,,1.3,,,
2016-03-23 23:55:00,,,,0.0,,1.3,,,
2016-03-23 23:56:00,,,,0.0,,1.3,,,
2016-03-23 23:57:00,,,,0.0,,1.3,,,
2016-03-23 23:58:00,,,,0.0,,1.4,,,
